"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,1,0,0,0,0,0,1,1,4,2,"gebiRewfieSdtt17PTW6Zg"
2,1,2,4,0,3,2,1,4,4,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,2,2,0,5,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,0,0,0,0,0,3,-1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,3,0,5,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,3,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,1,0,1,1,0,1,4,"gebiRewfieSdtt17PTW6Zg"
1,2,3,1,1,2,1,2,4,3,0,"gebiRewfieSdtt17PTW6Zg"
1,5,0,3,7,2,1,10,3,15,18,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,1,1,"gebiRewfieSdtt17PTW6Zg"
1,2,1,3,2,1,1,2,2,2,3,"gebiRewfieSdtt17PTW6Zg"
1,0,0,2,1,1,0,1,1,1,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,1,4,0,4,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,0,3,0,5,3,"gebiRewfieSdtt17PTW6Zg"
0,1,1,0,1,0,0,1,2,1,-3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,4,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,0,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,2,0,1,2,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,1,0,2,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,0,0,3,1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,0,1,0,3,5,"gebiRewfieSdtt17PTW6Zg"
